genre,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
1,48,0.535,0.173,3,-13.55,1,0.043,0.981,0.67,0.11,0.364,77.992,188988,1
1,52,0.523,0.134,0,-20.673,1,0.0362,0.973,0.856,0.109,0.166,69.26,237331,4
1,58,0.302,0.131,7,-16.388,1,0.0363,0.975,0.849,0.171,0.053,73.536,293837,4
1,43,0.427,0.0348,1,-27.214,1,0.0411,0.987,0.922,0.0821,0.0703,116.824,395280,4
1,49,0.412,0.132,2,-19.782,0,0.0428,0.979,0.896,0.138,0.244,180.578,138229,3
1,54,0.489,0.228,5,-16.06,1,0.0328,0.903,0.0912,0.124,0.18,73.636,193606,4
1,55,0.465,0.0485,9,-23.546,0,0.0401,0.962,0.942,0.103,0.154,97.369,179800,4
1,58,0.394,0.181,7,-20.645,1,0.0322,0.963,0.921,0.11,0.0536,107.234,184878,4
1,59,0.496,0.101,5,-19.672,1,0.0386,0.904,0.819,0.104,0.228,113.845,238625,4
1,56,0.479,0.115,4,-20.306,0,0.0343,0.936,0.756,0.152,0.115,116.047,310450,4
1,59,0.531,0.0282,8,-20.689,1,0.0337,0.596,0.314,0.114,0.157,94.739,235175,4
1,54,0.46,0.215,5,-16.813,0,0.0291,0.914,0.772,0.125,0.198,96.269,245714,4
1,57,0.521,0.0568,10,-18.52,0,0.0313,0.952,0.229,0.104,0.0685,80.391,218141,4
1,57,0.46,0.115,1,-20.167,1,0.0363,0.971,0.915,0.23,0.0722,102.907,180691,3
1,45,0.44,0.114,2,-18.43,0,0.037,0.953,0.849,0.119,0.144,92.895,136854,4
1,61,0.331,0.169,9,-18.095,0,0.0373,0.956,0.951,0.121,0.114,171.169,275840,3
1,61,0.508,0.173,9,-16.946,0,0.041,0.928,0.951,0.122,0.197,62.343,192573,4
1,46,0.383,0.111,5,-16.779,0,0.0365,0.947,0.078,0.0898,0.285,100.872,234083,4
1,56,0.467,0.0856,10,-20.27,0,0.0346,0.903,0.647,0.143,0.115,80.633,240225,4
1,54,0.478,0.0901,2,-16.511,1,0.036,0.946,0.956,0.136,0.163,82.946,214940,3
1,47,0.546,0.095,2,-21.524,0,0.0356,0.831,0.711,0.119,0.195,116.071,274403,4
1,55,0.467,0.186,5,-18.418,1,0.0386,0.963,0.941,0.11,0.228,88.52,181448,3
1,50,0.505,0.15,10,-17.508,1,0.0335,0.972,0.836,0.11,0.169,101.114,193775,4
1,61,0.63,0.103,3,-19.981,1,0.0401,0.975,0.87,0.0956,0.0951,55.941,148538,4
1,59,0.378,0.0761,5,-23.045,1,0.0351,0.979,0.61,0.185,0.0698,111.29,248750,4
1,50,0.52,0.219,7,-13.53,1,0.037,0.929,0.356,0.121,0.158,115.459,270312,4
1,43,0.509,0.145,11,-22.768,0,0.0317,0.93,0.898,0.116,0.317,134.676,382013,4
1,56,0.442,0.149,10,-18.437,1,0.0376,0.961,0.552,0.17,0.134,110.037,181239,4
1,60,0.415,0.126,5,-18.253,1,0.0578,0.962,0.77,0.0985,0.237,177.535,198701,3
1,57,0.578,0.165,7,-18.22,1,0.0457,0.951,0.918,0.198,0.143,121.175,203620,4
1,58,0.28,0.0656,7,-21.513,0,0.0325,0.552,0.54,0.115,0.148,88.03,153785,4
1,61,0.465,0.0604,2,-23.367,0,0.042,0.945,0.893,0.108,0.0394,101.23,250869,4
1,51,0.45,0.106,0,-21.776,1,0.0314,0.987,0.816,0.1,0.173,99.91,262695,4
1,55,0.463,0.126,6,-20.359,0,0.0307,0.965,0.796,0.112,0.065,105.389,174804,4
1,0,0.434,0.213,5,-17.591,1,0.0357,0.927,0.893,0.108,0.193,91.755,185945,4
1,45,0.447,0.0848,0,-18.481,0,0.0378,0.954,0.745,0.113,0.268,109.703,183967,4
1,43,0.427,0.0765,5,-26.835,1,0.0392,0.95,0.955,0.123,0.109,111.966,287573,4
1,60,0.601,0.0371,2,-25.963,0,0.0399,0.885,0.578,0.0991,0.121,112.603,193513,4
1,57,0.522,0.0696,9,-20.816,0,0.0419,0.974,0.907,0.111,0.132,106.006,220019,4
1,55,0.387,0.0694,2,-21.95,1,0.0333,0.949,0.55,0.265,0.106,74.17,390269,4
1,41,0.326,0.0552,0,-24.498,1,0.04,0.935,0.784,0.0997,0.0767,78.546,336643,3
1,53,0.404,0.132,7,-20.659,0,0.0348,0.905,0.903,0.0828,0.111,106.291,237243,4
1,47,0.513,0.0658,0,-21.082,1,0.0409,0.949,0.877,0.117,0.152,121.391,223143,4
1,56,0.532,0.208,5,-11.161,1,0.0328,0.98,0.825,0.156,0.137,74.393,227333,4
1,59,0.475,0.123,5,-19.717,1,0.0372,0.939,0.878,0.114,0.254,85.435,186871,4
1,61,0.369,0.0576,11,-21.441,1,0.0457,0.925,0.143,0.118,0.104,183.354,144856,3
1,41,0.503,0.0878,3,-24.753,0,0.0371,0.914,0.417,0.11,0.142,74.357,258627,3
1,52,0.526,0.341,10,-17.948,0,0.036,0.886,0.921,0.0953,0.169,123.366,197000,3
1,59,0.522,0.0945,11,-17.913,0,0.0365,0.947,0.573,0.158,0.134,94.084,264626,3
1,43,0.44,0.206,7,-18.234,1,0.033,0.881,0.356,0.0989,0.167,86.624,362760,4
1,56,0.299,0.0927,5,-21.554,1,0.032,0.976,0.86,0.194,0.145,94.891,297750,4
1,54,0.524,0.265,0,-15.365,1,0.0282,0.933,0.886,0.186,0.218,106.487,293970,3
1,59,0.499,0.0688,10,-22.899,1,0.0347,0.954,0.852,0.0919,0.166,88.458,163635,3
1,50,0.436,0.157,10,-17.516,1,0.0346,0.924,0.753,0.381,0.185,84.389,258920,4
1,49,0.505,0.0625,0,-23.48,1,0.0292,0.936,0.933,0.116,0.272,93.214,189730,4
1,58,0.312,0.00641,5,-26.725,1,0.0407,0.937,0.957,0.11,0.175,100.778,133208,4
1,59,0.488,0.153,5,-17.966,1,0.033,0.918,0.384,0.141,0.155,143.907,206465,4
1,55,0.401,0.163,0,-17.182,0,0.0321,0.971,0.861,0.129,0.101,101.049,257013,4
1,49,0.526,0.165,11,-18.485,1,0.0306,0.845,0.891,0.358,0.107,97.472,266621,3
1,51,0.377,0.0887,5,-18.933,0,0.0414,0.868,0.825,0.268,0.151,64.582,263968,4
1,52,0.629,0.106,8,-16.942,1,0.0439,0.932,0.255,0.121,0.119,118.512,303924,4
1,58,0.587,0.0575,2,-22.505,0,0.0406,0.943,0.865,0.0928,0.146,64.996,253213,4
2,64,0.338,0.34,9,-12.049,0,0.0339,0.58,0.0032,0.116,0.197,82.433,482830,4
2,78,0.273,0.952,11,-8.762,1,0.0843,0.0169,0.0111,0.142,0.472,100.271,405640,4
2,84,0.574,0.913,6,-4.793,0,0.133,0.061,0.00158,0.156,0.423,115.728,208400,4
2,79,0.307,0.433,1,-10.057,1,0.029,0.388,9.08e-05,0.332,0.224,160.9,266960,4
2,74,0.933,0.528,5,-6.472,0,0.162,0.112,0.329,0.163,0.756,109.975,214653,4
2,83,0.515,0.43,7,-9.935,1,0.0372,0.0097,0.000133,0.129,0.104,91.844,238640,4
2,81,0.5,0.748,4,-9.072,1,0.0363,0.127,0,0.447,0.514,118.852,250987,4
2,74,0.437,0.864,4,-7.842,0,0.0904,0.396,0.0314,0.242,0.749,81.394,295387,4
2,84,0.828,0.492,0,-9.744,1,0.0276,0.0644,0.00428,0.128,0.789,120.151,257800,4
2,79,0.743,0.836,2,-6.465,1,0.116,0.0804,0,0.384,0.82,113.375,188987,4
2,78,0.256,0.641,1,-10.283,1,0.0552,0.199,0.0329,0.0853,0.382,203.006,281160,4
2,83,0.743,0.446,4,-7.807,0,0.0683,0.0039,0.118,0.337,0.278,123.596,232107,4
2,76,0.535,0.716,4,-5.025,1,0.0431,0.326,0,0.659,0.901,94.379,175173,4
2,76,0.545,0.64,4,-9.937,0,0.224,0.00249,0.0304,0.196,0.606,80.544,230480,4
2,1,0.597,0.605,7,-12.013,1,0.0255,0.181,0.000331,0.118,0.886,97.782,281147,4
2,1,0.813,0.46,1,-9.78,1,0.0346,0.56,0.0105,0.0724,0.729,117.387,253887,4
2,77,0.723,0.863,2,-7.89,1,0.0338,0.0383,0.0317,0.128,0.931,136.302,222813,4
2,62,0.315,0.534,9,-7.552,0,0.031,0.000825,0.108,0.101,0.283,116.891,269720,3
2,67,0.73,0.868,5,-7.325,1,0.0288,0.0632,0.0661,0.318,0.923,148.217,350400,4
2,79,0.741,0.697,0,-7.028,1,0.0277,0.0664,2.28e-05,0.133,0.774,116.109,160133,4
2,81,0.559,0.345,4,-13.496,1,0.0459,0.0576,0.000105,0.141,0.458,84.581,264307,4
2,0,0.426,0.619,4,-11.501,0,0.0722,8.44e-05,0.00239,0.17,0.382,162.721,168440,4
2,3,0.372,0.865,2,-4.918,1,0.0381,0.000453,0,0.234,0.478,174.53,258733,4
2,80,0.54,0.429,2,-11.822,1,0.0285,0.000202,0.355,0.141,0.113,110.171,295516,4
2,76,0.412,0.902,9,-11.6,1,0.405,0.0484,0.131,0.405,0.422,89.74,333893,4
2,73,0.55,0.824,2,-5.988,1,0.0334,0.448,0.000127,0.366,0.777,114.512,214733,4
2,21,0.307,0.635,7,-8.957,1,0.0339,0.0154,0.00483,0.366,0.304,166.973,306427,4
2,1,0.414,0.404,0,-9.928,0,0.0499,0.271,0,0.3,0.224,71.105,354320,4
2,77,0.359,0.981,7,-3.622,0,0.303,0.00125,0.00236,0.284,0.271,178.98,282653,4
2,75,0.5,0.824,4,-5.846,0,0.0388,0.00016,0.00161,0.0916,0.539,120.125,218920,4
2,75,0.398,0.952,4,-6.042,1,0.061,0.000373,7.75e-05,0.1,0.584,122.093,278680,4
2,77,0.438,0.805,8,-6.237,1,0.0624,0.00255,5.69e-05,0.0842,0.564,113.253,240800,4
2,0,0.676,0.92,9,-7.96,1,0.0435,0.00101,8.65e-06,0.248,0.624,126.341,269360,4
2,79,0.356,0.917,9,-6.006,1,0.0479,0.0335,0,0.406,0.518,171.176,357267,4
2,72,0.673,0.814,9,-5.411,1,0.0367,0.0133,0.00293,0.343,0.728,147.193,252200,4
2,84,0.31,0.7,9,-5.678,1,0.047,0.011,0.00965,0.0828,0.763,188.386,255493,4
2,0,0.427,0.665,2,-8.515,1,0.0405,0.0145,0.00242,0.699,0.442,142.702,409520,4
2,81,0.454,0.91,6,-7.766,1,0.0448,0.0866,0.0996,0.116,0.629,125.116,354520,4
2,0,0.635,0.435,3,-7.521,1,0.031,0.00328,6.78e-06,0.071,0.459,76.098,256880,4
2,73,0.215,0.927,9,-7.327,1,0.0452,0.000273,0.00661,0.126,0.49,170.814,194853,4
2,71,0.43,0.463,2,-10.96,1,0.0442,0.303,5.84e-05,0.152,0.66,93.405,271333,4
2,66,0.624,0.899,0,-5.709,1,0.0296,0.0221,0.000137,0.0975,0.79,104.061,193373,4
2,67,0.641,0.812,0,-7.945,0,0.0293,0.155,4.43e-05,0.078,0.822,112.777,257333,4
2,75,0.66,0.816,2,-6.61,1,0.0299,0.168,0.0181,0.0608,0.678,111.346,263040,4
2,77,0.674,0.789,8,-6.903,1,0.0676,0.00178,0.0071,0.0754,0.918,129.804,121160,4
2,59,0.663,0.712,2,-7.268,1,0.0479,0.524,0,0.0804,0.527,113.439,236520,4
2,76,0.284,0.875,11,-6.069,0,0.0422,0.00752,0.000461,0.402,0.595,75.009,340907,4
2,66,0.505,0.836,5,-7.384,0,0.101,0.0103,0.0771,0.295,0.764,159.669,204480,4
2,75,0.82,0.575,7,-9.144,1,0.0408,0.0936,0.000135,0.109,0.964,123.765,208947,4
2,76,0.356,0.924,1,-3.74,1,0.0808,0.00101,0,0.0953,0.232,148.017,222587,4
2,0,0.559,0.725,10,-8.631,0,0.0426,0.000365,0.553,0.112,0.501,90.012,373307,4
2,77,0.564,0.932,11,-10.068,1,0.0554,0.013,0.169,0.349,0.619,112.937,146250,4
2,71,0.599,0.79,4,-3.58,1,0.043,0.00257,0.00181,0.312,0.961,103.783,188067,4
2,1,0.629,0.897,2,-3.401,1,0.0483,0.0424,0,0.263,0.93,161.944,168253,4
2,0,0.546,0.529,9,-13.6,1,0.0436,0.0629,0.000567,0.0383,0.574,151.727,271000,4
2,0,0.636,0.746,0,-3.785,1,0.0393,0.0648,0.29,0.173,0.432,132.31,138053,4
2,76,0.602,0.905,2,-4.046,1,0.0775,0.000202,0.064,0.117,0.411,128.019,304840,4
2,77,0.654,0.506,11,-17.18,0,0.0535,0.686,0.0155,0.155,0.831,123.179,252240,4
2,0,0.404,0.903,1,-3.88,1,0.0668,0.577,0.297,0.287,0.498,115.672,423840,4
2,67,0.623,0.709,1,-9.818,0,0.0636,0.102,0,0.0967,0.948,122.394,165381,4
2,73,0.668,0.906,11,-4.881,0,0.17,0.214,0.00245,0.135,0.507,135.653,231933,4
2,74,0.355,0.791,8,-7.565,1,0.0453,0.00045,0,0.0969,0.758,106.392,285200,4
2,78,0.572,0.835,0,-6.219,1,0.0317,0.171,0.000377,0.0702,0.795,129.981,241600,4
2,80,0.294,0.641,11,-9.316,1,0.0291,0.0163,0.22,0.112,0.226,79.759,536067,4
2,0,0.596,0.448,5,-9.616,1,0.0396,0.365,5.3e-06,0.206,0.796,83.293,264504,4
2,0,0.638,0.931,0,-3.605,1,0.0363,0.228,0.000295,0.0524,0.965,128.662,228667,4
2,70,0.806,0.462,2,-12.778,1,0.0298,0.78,0.0134,0.15,0.736,92.726,191227,4
2,77,0.623,0.449,5,-13.333,1,0.0253,0.212,0,0.0613,0.572,84.383,256000,4
2,71,0.654,0.611,2,-10.45,1,0.119,0.0337,0.000178,0.405,0.786,85.387,235000,4
2,69,0.611,0.883,9,-11.225,1,0.0539,0.0846,1.2e-06,0.192,0.604,117.928,246800,4
2,63,0.637,0.682,11,-11.625,1,0.0366,0.0112,0.0234,0.0473,0.714,129.983,224907,4
2,77,0.533,0.376,9,-11.913,0,0.0393,0.0302,0.248,0.0926,0.187,165.007,259947,4
2,75,0.482,0.786,7,-5.735,1,0.032,0.00321,8.88e-05,0.446,0.793,126.755,323000,4
2,75,0.693,0.394,0,-15.882,1,0.0428,0.0782,0.000694,0.247,0.721,104.114,238747,4
2,73,0.438,0.71,2,-12.412,1,0.0919,0.262,0.537,0.221,0.53,145.928,210373,4
2,62,0.591,0.804,0,-7.299,1,0.0454,0.327,5.98e-06,0.0818,0.658,111.457,329413,4
2,1,0.647,0.762,2,-5.856,1,0.0287,0.0599,3.35e-06,0.0705,0.93,89.837,141600,4
2,71,0.761,0.711,9,-7.989,1,0.0604,0.0174,0.000101,0.0652,0.947,105.448,310387,4
2,63,0.632,0.586,0,-11.333,1,0.0284,0.0983,0.581,0.0535,0.89,114.243,342173,4
2,74,0.548,0.691,4,-13.553,0,0.0369,0.015,0.106,0.144,0.667,137.145,261933,4
2,79,0.466,0.833,7,-4.215,1,0.304,0.0266,0,0.0327,0.661,88.785,313573,4
2,1,0.534,0.887,0,-3.777,1,0.0345,0.0768,9.93e-05,0.325,0.72,122.494,249293,4
2,77,0.475,0.322,7,-10.687,1,0.0283,0.367,0.00056,0.11,0.387,93.503,206267,4
2,74,0.575,0.318,0,-16.729,1,0.109,0.683,0.000202,0.0934,0.385,104.522,254173,4
2,74,0.267,0.953,1,-4.899,0,0.096,0.00211,0,0.283,0.568,84.989,267307,4
2,80,0.442,0.943,3,-3.205,1,0.0602,0.00293,8.71e-06,0.091,0.781,85.064,181533,4
2,65,0.757,0.868,9,-9.326,1,0.062,0.411,0.00221,0.355,0.815,138.923,199200,4
2,71,0.504,0.578,4,-9.302,1,0.031,0.408,0,0.321,0.654,132.411,174840,4
2,0,0.7,0.686,9,-10.338,0,0.0279,0.0943,1.93e-06,0.0847,0.815,125.412,268933,4
2,70,0.619,0.579,4,-9.307,1,0.0473,0.0152,6.4e-05,0.0858,0.69,127.224,225627,4
2,0,0.377,0.682,7,-8.039,1,0.0299,0.000894,0.00217,0.0504,0.288,108.736,285133,4
2,71,0.729,0.989,9,-4.613,0,0.049,0.0102,4.45e-05,0.443,0.84,126.47,352906,4
2,0,0.51,0.893,9,-9.267,1,0.0342,0.00102,5.85e-05,0.201,0.934,142.657,163467,4
2,76,0.333,0.927,9,-8.55,0,0.0733,0.0029,0.000208,0.297,0.385,141.466,308120,4
2,76,0.767,0.787,3,-9.897,1,0.0331,0.0163,0.583,0.0513,0.964,126.879,266200,4
2,72,0.667,0.755,9,-7.246,1,0.069,0.0966,6.94e-05,0.0523,0.883,109.535,286220,4
2,0,0.63,0.616,1,-8.128,0,0.0309,0.463,0.0408,0.173,0.509,118.65,270773,4
2,0,0.766,0.446,2,-13.079,1,0.0867,0.25,0.000704,0.318,0.743,119.774,332907,4
2,0,0.456,0.978,10,-4.869,0,0.112,0.0301,0.499,0.313,0.327,123.411,271867,4
2,0,0.279,0.852,7,-7.838,1,0.0511,0.0119,0.076,0.0624,0.438,117.418,558933,4
2,72,0.482,0.721,0,-6.839,1,0.0321,0.731,0,0.189,0.557,95.263,369600,4
2,81,0.601,0.532,10,-9.119,1,0.0286,0.432,6.25e-06,0.0925,0.341,136.571,281613,4
2,78,0.502,0.912,1,-4.556,1,0.0564,2.55e-05,0.000173,0.106,0.72,116.761,301920,4
2,79,0.532,0.767,7,-5.509,1,0.0574,0.00287,0.000513,0.39,0.755,127.361,210173,4
2,0,0.469,0.537,9,-10.421,1,0.152,0.0241,0.00201,0.269,0.783,124.193,382834,1
2,7,0.453,0.905,9,-4.001,1,0.115,0.36,0.000569,0.26,0.474,137.571,296200,4
2,65,0.292,0.823,7,-6.763,1,0.0407,0.0117,7.79e-05,0.155,0.244,89.939,275395,4
2,0,0.79,0.687,7,-7.571,1,0.101,0.0149,0.000319,0.323,0.628,95.578,171080,4
2,1,0.619,0.703,10,-9.414,0,0.0525,0.00388,0.205,0.163,0.709,115.043,457133,4
2,75,0.653,0.519,2,-10.164,1,0.0497,0.406,0.0209,0.101,0.822,98.883,153693,4
2,69,0.644,0.919,2,-6.289,1,0.0561,0.181,0.134,0.622,0.871,117.459,259907,4
2,0,0.402,0.814,10,-4.954,1,0.14,0.0383,1.19e-06,0.266,0.516,170.02,272267,4
2,0,0.489,0.724,5,-8.367,1,0.0352,0.313,0.185,0.287,0.15,117.292,300400,4
2,0,0.691,0.592,2,-8.089,1,0.0366,0.389,3.29e-05,0.124,0.736,115.152,250400,4
2,77,0.392,0.534,0,-8.793,1,0.0369,0.245,0.00104,0.155,0.325,181.305,276187,4
2,70,0.693,0.497,2,-7.316,1,0.119,0.679,0,0.258,0.473,81.308,122067,4
2,0,0.786,0.87,1,-3.875,0,0.0316,0.413,0.000494,0.0389,0.864,100.66,265173,4
2,66,0.801,0.723,10,-4.985,0,0.0689,0.0713,0.154,0.0675,0.883,109.03,180518,4
2,68,0.484,0.711,2,-7.784,1,0.0331,0.0183,0.173,0.0941,0.49,148.189,503067,4
2,0,0.421,0.677,4,-6.183,1,0.0343,0.000989,9.65e-05,0.211,0.683,127.67,303587,4
2,75,0.654,0.929,1,-5.906,1,0.0998,0.0468,0,0.0539,0.902,144.774,168840,4
2,70,0.608,0.768,1,-9.911,1,0.0364,0.101,1.41e-06,0.0942,0.748,132.699,211160,4
2,61,0.579,0.824,6,-8.71,0,0.03,0.00206,0.00903,0.059,0.635,123.331,331573,4
2,65,0.336,0.792,9,-10.875,1,0.084,0.00351,0.00175,0.0437,0.427,155.587,355304,4
2,0,0.713,0.931,6,-2.965,1,0.0394,0.219,0,0.0694,0.963,124.127,194147,4
2,73,0.324,0.938,6,-7.332,0,0.102,0.032,0.0321,0.0961,0.543,168.131,178440,4
2,73,0.55,0.722,11,-11.729,0,0.0283,0.25,0.0129,0.11,0.716,103.886,434720,4
2,71,0.483,0.615,2,-8.538,1,0.0497,0.452,0.000414,0.0512,0.594,80.576,517125,3
2,73,0.38,0.76,9,-10.961,1,0.0378,0.00298,0.0294,0.104,0.491,99.437,274133,4
2,76,0.35,0.828,6,-5.373,1,0.041,0.000217,0.000161,0.0774,0.147,105.435,318587,4
2,70,0.346,0.768,9,-5.695,1,0.0377,0.00603,0.38,0.0244,0.532,169.492,210160,4
2,0,0.597,0.812,5,-12.062,1,0.0315,0.0219,0.00106,0.102,0.823,135.68,218400,4
2,0,0.686,0.92,2,-6.231,1,0.0566,0.301,0.27,0.0807,0.225,135.027,511400,4
2,0,0.567,0.959,8,-3.822,1,0.102,0.0995,6.07e-05,0.1,0.961,137.377,133933,4
2,66,0.525,0.929,9,-8.56,0,0.0784,0.262,2.9e-05,0.0754,0.556,163.503,262748,4
2,71,0.536,0.901,9,-7.211,1,0.0374,0.00145,0.0186,0.06,0.666,87.559,276880,4
2,63,0.729,0.818,2,-9.992,1,0.0732,0.157,0.284,0.195,0.906,125.814,267000,4
2,0,0.432,0.88,1,-5.769,0,0.0656,0.0206,0.000191,0.185,0.527,95.59,216733,4
2,72,0.49,0.715,7,-5.549,1,0.0476,0.386,0,0.311,0.866,130.726,145747,4
2,0,0.55,0.576,0,-13.475,1,0.0306,0.178,0.00935,0.0555,0.486,109.837,303200,4
2,72,0.575,0.912,7,-7.275,0,0.0393,0.0916,0.00211,0.0562,0.843,117.399,207267,4
2,64,0.562,0.779,7,-6.705,1,0.0592,0.363,0.0292,0.066,0.967,119.602,179387,4
2,71,0.54,0.982,4,-2.962,0,0.0458,0.435,3.37e-05,0.0457,0.91,126.294,265773,4
2,71,0.533,0.905,2,-5.27,1,0.0754,0.00876,0.578,0.0698,0.486,108.9,170813,4
2,62,0.543,0.944,6,-7.495,1,0.0543,0.402,0.000564,0.0373,0.735,101.174,279440,4
2,0,0.311,0.832,1,-8.29,1,0.0357,0.486,0.00128,0.235,0.933,178.873,288160,4
2,69,0.581,0.624,9,-8.346,1,0.0777,0.0987,0,0.0411,0.637,139.714,151293,4
2,0,0.399,0.518,7,-10.637,1,0.0318,0.229,0.00122,0.262,0.285,127.084,223333,4
2,76,0.531,0.481,4,-11.709,0,0.06,0.699,0,0.0842,0.491,138.45,516893,4
2,0,0.616,0.777,4,-12.179,0,0.0549,0.0215,0.075,0.0512,0.786,111.732,260240,4
2,72,0.421,0.751,9,-9.584,1,0.0472,0.2,0,0.17,0.789,89.839,145867,4
2,75,0.531,0.818,2,-5.358,1,0.0452,0.0694,0.0096,0.263,0.471,90.767,248173,4
2,76,0.516,0.549,6,-13.741,1,0.0373,0.501,0.00572,0.184,0.907,176.941,288733,4
2,54,0.482,0.883,4,-3.348,1,0.0754,0.0891,0.00422,0.266,0.594,80.687,253805,4
2,0,0.563,0.915,7,-5.062,1,0.08,0.247,8.46e-05,0.0613,0.71,136.345,142227,4
2,73,0.586,0.7,0,-9.558,1,0.0363,0.0589,0.00125,0.0318,0.897,147.245,295400,4
2,72,0.651,0.801,0,-7.34,1,0.0514,0.123,0,0.0825,0.776,133.769,200480,4
2,2,0.392,0.334,7,-18.294,1,0.0319,0.515,0.0946,0.0892,0.621,189.394,179933,4
2,0,0.69,0.54,4,-10.516,1,0.0317,0.218,0.00657,0.115,0.764,114.846,222733,4
2,68,0.543,0.529,7,-9.717,1,0.0301,0.326,0.00269,0.709,0.746,85.126,313840,4
2,70,0.468,0.607,9,-11.367,1,0.0336,0.072,0.000852,0.225,0.886,98.429,263333,4
2,0,0.461,0.69,8,-6.958,1,0.0611,0.169,1.01e-06,0.113,0.353,110.915,296480,3
2,66,0.427,0.459,9,-12.442,0,0.0332,0.116,0.000103,0.132,0.383,129.878,293440,4
2,0,0.436,0.657,5,-8.868,1,0.0541,0.00975,0.00748,0.0931,0.21,118.693,467640,4
2,59,0.299,0.787,0,-7.93,0,0.069,0.14,0,0.292,0.716,94.798,198867,4
2,71,0.413,0.725,3,-5.787,0,0.0324,0.369,2.16e-05,0.0905,0.44,124.618,429760,4
2,0,0.566,0.673,9,-10.814,1,0.306,0.565,1.13e-06,0.0438,0.583,114.385,377747,4
2,67,0.73,0.868,5,-7.325,1,0.0288,0.0632,0.0661,0.318,0.923,148.217,350400,4
2,74,0.721,0.521,2,-8.123,1,0.0613,0.0708,0.00545,0.127,0.942,123.118,261413,4
2,62,0.543,0.944,6,-7.495,1,0.0543,0.402,0.000564,0.0373,0.735,101.174,279440,4
2,0,0.5,0.846,0,-8.098,1,0.0457,0.0797,0,0.241,0.738,134.937,284067,4
2,63,0.632,0.586,0,-11.333,1,0.0284,0.0983,0.581,0.0535,0.89,114.243,342173,4
2,0,0.7,0.686,9,-10.338,0,0.0279,0.0943,1.93e-06,0.0847,0.815,125.412,268933,4
2,13,0.462,0.918,4,-8.507,1,0.0959,0.405,0.00033,0.126,0.802,172.427,249960,4
2,75,0.693,0.394,0,-15.882,1,0.0428,0.0782,0.000694,0.247,0.721,104.114,238747,4
2,77,0.723,0.863,2,-7.89,1,0.0338,0.0383,0.0317,0.128,0.931,136.302,222813,4
2,0,0.768,0.852,4,-6.215,1,0.038,0.213,7.45e-05,0.0723,0.867,128.374,271240,4
2,72,0.767,0.854,4,-6.947,1,0.0426,0.465,2.03e-06,0.485,0.963,149.206,234653,4
2,63,0.667,0.655,2,-9.339,0,0.0367,0.0491,0.000894,0.0641,0.657,134.212,506400,4
2,47,0.41,0.762,4,-10.716,1,0.0362,0.000537,0.00172,0.653,0.66,105.872,227733,4
2,0,0.631,0.932,5,-4.142,1,0.0354,0.0436,0.137,0.0918,0.971,122.429,213067,4
2,57,0.646,0.763,0,-8.046,0,0.0273,0.0839,6.12e-05,0.0944,0.736,112.931,253587,4
2,0,0.582,0.81,1,-7.024,0,0.0396,0.0338,1.68e-05,0.202,0.875,151.006,290280,4
2,59,0.663,0.712,2,-7.268,1,0.0479,0.524,0,0.0804,0.527,113.439,236520,4
2,84,0.574,0.913,6,-4.793,0,0.133,0.061,0.00158,0.156,0.423,115.728,208400,4
2,78,0.527,0.942,1,-5.64,0,0.0366,0.0115,0,0.188,0.495,148.723,241307,4
2,73,0.438,0.71,2,-12.412,1,0.0919,0.262,0.537,0.221,0.53,145.928,210373,4
2,72,0.651,0.801,0,-7.34,1,0.0514,0.123,0,0.0825,0.776,133.769,200480,4
2,77,0.392,0.534,0,-8.793,1,0.0369,0.245,0.00104,0.155,0.325,181.305,276187,4
2,63,0.637,0.682,11,-11.625,1,0.0366,0.0112,0.0234,0.0473,0.714,129.983,224907,4
2,0,0.575,0.909,3,-8.003,1,0.0654,0.0582,0.238,0.0724,0.693,137.335,222280,4
2,78,0.572,0.835,0,-6.219,1,0.0317,0.171,0.000377,0.0702,0.795,129.981,241600,4
2,0,0.608,0.746,0,-8.851,1,0.354,0.026,2.39e-06,0.043,0.745,134.03,191947,4
2,76,0.412,0.902,9,-11.6,1,0.405,0.0484,0.131,0.405,0.422,89.74,333893,4
2,58,0.565,0.764,1,-9.43,1,0.0351,0.0139,0.00488,0.079,0.686,100.891,277480,4
2,0,0.404,0.903,1,-3.88,1,0.0668,0.577,0.297,0.287,0.498,115.672,423840,4
2,79,0.743,0.836,2,-6.465,1,0.116,0.0804,0,0.384,0.82,113.375,188987,4
2,66,0.526,0.762,0,-12.437,0,0.0342,0.000972,0.000116,0.338,0.505,136.203,214400,4
2,69,0.51,0.696,4,-10.83,1,0.0802,0.0157,0.000104,0.297,0.905,176.568,359733,4
2,0,0.676,0.92,9,-7.96,1,0.0435,0.00101,8.65e-06,0.248,0.624,126.341,269360,4
2,56,0.492,0.709,2,-9.66,1,0.0359,0.0113,0.00564,0.153,0.264,125.799,336613,4
2,72,0.741,0.29,5,-13.251,1,0.0302,0.294,0.118,0.0924,0.443,93.699,195080,4
2,63,0.729,0.818,2,-9.992,1,0.0732,0.157,0.284,0.195,0.906,125.814,267000,4
2,1,0.813,0.46,1,-9.78,1,0.0346,0.56,0.0105,0.0724,0.729,117.387,253887,4
